,date_performed,bioassay_performed,biological_rep_number,technical_rep_number,performed_by,kd_scored_by,Mort_ScoredBy,X48hr_scored_by,X72hr_scored_by,mosquito_wet_weights_g,mosquito_dry_weights_g,mosquito_wing_lengths,start_exposure_temperature_c,start_exposure_humidity_percentage,end_exposure_temperature_c,end_exposure_humidity_percentage,X24_hour_temperature_c,Mort_Humid_Perc,X48_hour_temperature_c,X48_hour_humidity_percentage,X72_hour_temperature_c,X72_hour_humidity_percentage,colony,insecticide,concentration_percentage,concentration_mgm2,concentration_ugbottle,Knockdown_60min,Mortality_24hr,X48_hour_dead,X72_hour_dead,total_mosquitoes,data_input_checked,bioassay_notes,RawMortProp,StartHumidProp,EndHumidProp,MortHumidProp,HumidDelta,Alive,Year,bottles_coated_by
174,02/03/2022,cdc bottle,3,1,gpr,jag,jag,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,34,32,NA,NA,34,NA,NA,0.941176471,0.775,0.779,0.789,0.4,2,2022,Not Assessed
175,02/03/2022,cdc bottle,3,2,gpr,jag,jag,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,34,31,NA,NA,34,NA,NA,0.911764706,0.775,0.779,0.789,0.4,3,2022,Not Assessed
176,02/03/2022,cdc bottle,3,3,gpr,jag,jag,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,38,27,NA,NA,38,NA,NA,0.710526316,0.775,0.779,0.789,0.4,11,2022,Not Assessed
177,02/03/2022,cdc bottle,3,4,gpr,jag,jag,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,33,31,NA,NA,33,NA,NA,0.939393939,0.775,0.779,0.789,0.4,2,2022,Not Assessed
178,02/03/2022,cdc bottle,3,5,gpr,jag,jag,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,38,36,NA,NA,38,NA,NA,0.947368421,0.775,0.779,0.789,0.4,2,2022,Not Assessed
179,02/03/2022,cdc bottle,3,6,gpr,jag,jag,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,25,21,NA,NA,25,NA,NA,0.84,0.775,0.779,0.789,0.4,4,2022,Not Assessed
180,02/03/2022,cdc bottle,3,7,gpr,jag,jag,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,35,20,NA,NA,35,NA,NA,0.571428571,0.775,0.779,0.789,0.4,15,2022,Not Assessed
181,09/06/2022,WHO_Tubes,NA,1,gpr,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,2,3,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.125,0.789,0.78,0.786,0.9,21,2022,Not Assessed
182,09/06/2022,WHO_Tubes,NA,2,gpr,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,4,5,NA,NA,21,NA,"check concentration per bottle, incorrect dilutation calculations",0.238095238,0.789,0.78,0.786,0.9,16,2022,Not Assessed
183,09/06/2022,WHO_Tubes,NA,1,gpr,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,3,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.125,0.789,0.78,0.786,0.9,21,2022,Not Assessed
184,09/06/2022,WHO_Tubes,NA,2,gpr,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,3,2,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.083333333,0.789,0.78,0.786,0.9,22,2022,Not Assessed
185,09/06/2022,WHO_Tubes,NA,3,gpr,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,8,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.333333333,0.789,0.78,0.786,0.9,16,2022,Not Assessed
186,09/06/2022,WHO_Tubes,NA,4,gpr,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,1,NA,NA,21,NA,"check concentration per bottle, incorrect dilutation calculations",0.047619048,0.789,0.78,0.786,0.9,20,2022,Not Assessed
187,09/06/2022,WHO_Tubes,NA,5,gpr,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,2,NA,NA,28,NA,"check concentration per bottle, incorrect dilutation calculations",0.071428571,0.789,0.78,0.786,0.9,26,2022,Not Assessed
188,09/06/2022,WHO_Tubes,NA,6,gpr,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,2,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.08,0.789,0.78,0.786,0.9,23,2022,Not Assessed
189,09/06/2022,WHO_Tubes,NA,7,gpr,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,3,2,NA,NA,26,NA,"check concentration per bottle, incorrect dilutation calculations",0.076923077,0.789,0.78,0.786,0.9,24,2022,Not Assessed
190,09/06/2022,WHO_Tubes,NA,1,gpr,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,2,3,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.125,0.789,0.78,0.786,0.9,21,2022,Not Assessed
191,09/06/2022,WHO_Tubes,NA,2,gpr,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,5,5,NA,NA,21,NA,"check concentration per bottle, incorrect dilutation calculations",0.238095238,0.789,0.78,0.786,0.9,16,2022,Not Assessed
192,09/06/2022,WHO_Tubes,NA,1,gpr,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,5,2,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.083333333,0.789,0.78,0.786,0.9,22,2022,Not Assessed
193,09/06/2022,WHO_Tubes,NA,2,gpr,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,2,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.083333333,0.789,0.78,0.786,0.9,22,2022,Not Assessed
194,09/06/2022,WHO_Tubes,NA,3,gpr,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,7,8,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.333333333,0.789,0.78,0.786,0.9,16,2022,Not Assessed
195,09/06/2022,WHO_Tubes,NA,4,gpr,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,1,NA,NA,21,NA,"check concentration per bottle, incorrect dilutation calculations",0.047619048,0.789,0.78,0.786,0.9,20,2022,Not Assessed
196,09/06/2022,WHO_Tubes,NA,5,gpr,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,2,NA,NA,28,NA,"check concentration per bottle, incorrect dilutation calculations",0.071428571,0.789,0.78,0.786,0.9,26,2022,Not Assessed
197,09/06/2022,WHO_Tubes,NA,6,gpr,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,2,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.08,0.789,0.78,0.786,0.9,23,2022,Not Assessed
198,09/06/2022,WHO_Tubes,NA,7,gpr,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,1,NA,NA,26,NA,"check concentration per bottle, incorrect dilutation calculations",0.038461538,0.789,0.78,0.786,0.9,25,2022,Not Assessed
199,09/06/2022,WHO_Tubes,NA,1,jag,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,9,9,NA,NA,26,NA,"check concentration per bottle, incorrect dilutation calculations",0.346153846,0.789,0.78,0.786,0.9,17,2022,Not Assessed
200,09/06/2022,WHO_Tubes,NA,2,jag,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,1,0,NA,NA,15,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.789,0.78,0.786,0.9,15,2022,Not Assessed
201,09/06/2022,WHO_Tubes,NA,1,jag,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,1,NA,NA,20,NA,"check concentration per bottle, incorrect dilutation calculations",0.05,0.789,0.78,0.786,0.9,19,2022,Not Assessed
202,09/06/2022,WHO_Tubes,NA,2,jag,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,2,NA,NA,23,NA,"check concentration per bottle, incorrect dilutation calculations",0.086956522,0.789,0.78,0.786,0.9,21,2022,Not Assessed
203,09/06/2022,WHO_Tubes,NA,3,jag,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,1,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.041666667,0.789,0.78,0.786,0.9,23,2022,Not Assessed
204,09/06/2022,WHO_Tubes,NA,4,jag,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,5,2,NA,NA,22,NA,"check concentration per bottle, incorrect dilutation calculations",0.090909091,0.789,0.78,0.786,0.9,20,2022,Not Assessed
205,09/06/2022,WHO_Tubes,NA,5,jag,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,4,4,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.166666667,0.789,0.78,0.786,0.9,20,2022,Not Assessed
206,09/06/2022,WHO_Tubes,NA,6,jag,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,4,NA,NA,20,NA,"check concentration per bottle, incorrect dilutation calculations",0.2,0.789,0.78,0.786,0.9,16,2022,Not Assessed
207,09/06/2022,WHO_Tubes,NA,7,jag,gpr,gpr,NA,NA,0.00102,5.00E-04,2.8787,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,1,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.04,0.789,0.78,0.786,0.9,24,2022,Not Assessed
208,09/06/2022,WHO_Tubes,NA,1,jag,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,5,10,NA,NA,26,NA,"check concentration per bottle, incorrect dilutation calculations",0.384615385,0.789,0.78,0.786,0.9,16,2022,Not Assessed
209,09/06/2022,WHO_Tubes,NA,2,jag,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,1,1,NA,NA,15,NA,"check concentration per bottle, incorrect dilutation calculations",0.066666667,0.789,0.78,0.786,0.9,14,2022,Not Assessed
210,09/06/2022,WHO_Tubes,NA,1,jag,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,1,NA,NA,20,NA,"check concentration per bottle, incorrect dilutation calculations",0.05,0.789,0.78,0.786,0.9,19,2022,Not Assessed
211,09/06/2022,WHO_Tubes,NA,2,jag,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,2,NA,NA,23,NA,"check concentration per bottle, incorrect dilutation calculations",0.086956522,0.789,0.78,0.786,0.9,21,2022,Not Assessed
212,09/06/2022,WHO_Tubes,NA,3,jag,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,1,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.041666667,0.789,0.78,0.786,0.9,23,2022,Not Assessed
213,09/06/2022,WHO_Tubes,NA,4,jag,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,2,NA,NA,22,NA,"check concentration per bottle, incorrect dilutation calculations",0.090909091,0.789,0.78,0.786,0.9,20,2022,Not Assessed
214,09/06/2022,WHO_Tubes,NA,5,jag,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,3,4,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.166666667,0.789,0.78,0.786,0.9,20,2022,Not Assessed
215,09/06/2022,WHO_Tubes,NA,6,jag,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,4,NA,NA,20,NA,"check concentration per bottle, incorrect dilutation calculations",0.2,0.789,0.78,0.786,0.9,16,2022,Not Assessed
216,09/06/2022,WHO_Tubes,NA,7,jag,jag,jag,NA,NA,0.0011,0.00047,2.9945,27,78.9,27,78,27,78.6,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,2,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.08,0.789,0.78,0.786,0.9,23,2022,Not Assessed
217,15/06/2022,WHO_bottles,NA,1,gpr,gpr,gpr,NA,NA,0.011,0.00053,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,0,NA,NA,26,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,26,2022,Not Assessed
218,15/06/2022,WHO_bottles,NA,2,gpr,gpr,gpr,NA,NA,0.011,0.00053,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,1,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.04,0.781,0.781,0.783,0,24,2022,Not Assessed
219,15/06/2022,WHO_bottles,NA,1,gpr,gpr,gpr,NA,NA,0.011,0.00053,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,2,NA,NA,26,NA,"check concentration per bottle, incorrect dilutation calculations",0.076923077,0.781,0.781,0.783,0,24,2022,Not Assessed
220,15/06/2022,WHO_bottles,NA,2,gpr,gpr,gpr,NA,NA,0.011,0.00053,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,1,NA,NA,29,NA,"check concentration per bottle, incorrect dilutation calculations",0.034482759,0.781,0.781,0.783,0,28,2022,Not Assessed
221,15/06/2022,WHO_bottles,NA,3,gpr,gpr,gpr,NA,NA,0.011,0.00053,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,0,NA,NA,27,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,27,2022,Not Assessed
222,15/06/2022,WHO_bottles,NA,4,gpr,gpr,gpr,NA,NA,0.011,0.00053,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,0,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,24,2022,Not Assessed
223,15/06/2022,WHO_bottles,NA,5,gpr,gpr,gpr,NA,NA,0.011,0.00053,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,4,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.16,0.781,0.781,0.783,0,21,2022,Not Assessed
224,15/06/2022,WHO_bottles,NA,6,gpr,gpr,gpr,NA,NA,0.011,0.00053,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,2,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.083333333,0.781,0.781,0.783,0,22,2022,Not Assessed
225,15/06/2022,WHO_bottles,NA,7,gpr,gpr,gpr,NA,NA,0.011,0.00053,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,0,NA,NA,30,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,30,2022,Not Assessed
226,15/06/2022,WHO_bottles,NA,1,gpr,jag,jag,NA,NA,0.011,0.00053,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,1,0,NA,NA,26,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,26,2022,Not Assessed
227,15/06/2022,WHO_bottles,NA,2,gpr,jag,jag,NA,NA,0.011,0.00053,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,1,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.04,0.781,0.781,0.783,0,24,2022,Not Assessed
228,15/06/2022,WHO_bottles,NA,1,gpr,jag,jag,NA,NA,0.011,0.00053,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,2,NA,NA,26,NA,"check concentration per bottle, incorrect dilutation calculations",0.076923077,0.781,0.781,0.783,0,24,2022,Not Assessed
229,15/06/2022,WHO_bottles,NA,2,gpr,jag,jag,NA,NA,0.011,0.00053,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,1,NA,NA,29,NA,"check concentration per bottle, incorrect dilutation calculations",0.034482759,0.781,0.781,0.783,0,28,2022,Not Assessed
230,15/06/2022,WHO_bottles,NA,3,gpr,jag,jag,NA,NA,0.011,0.00053,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,0,NA,NA,27,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,27,2022,Not Assessed
231,15/06/2022,WHO_bottles,NA,4,gpr,jag,jag,NA,NA,0.011,0.00053,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,0,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,24,2022,Not Assessed
232,15/06/2022,WHO_bottles,NA,5,gpr,jag,jag,NA,NA,0.011,0.00053,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,3,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.12,0.781,0.781,0.783,0,22,2022,Not Assessed
233,15/06/2022,WHO_bottles,NA,6,gpr,jag,jag,NA,NA,0.011,0.00053,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,2,NA,NA,24,NA,"check concentration per bottle, incorrect dilutation calculations",0.083333333,0.781,0.781,0.783,0,22,2022,Not Assessed
234,15/06/2022,WHO_bottles,NA,7,gpr,jag,jag,NA,NA,0.011,0.00053,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,0,NA,NA,30,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,30,2022,Not Assessed
235,15/06/2022,WHO_bottles,NA,1,jag,gpr,gpr,NA,NA,0.00078,5.00E-04,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,4,NA,NA,29,NA,"check concentration per bottle, incorrect dilutation calculations",0.137931034,0.781,0.781,0.783,0,25,2022,Not Assessed
236,15/06/2022,WHO_bottles,NA,2,jag,gpr,gpr,NA,NA,0.00078,5.00E-04,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,0,NA,NA,27,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,27,2022,Not Assessed
237,15/06/2022,WHO_bottles,NA,1,jag,gpr,gpr,NA,NA,0.00078,5.00E-04,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,3,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.12,0.781,0.781,0.783,0,22,2022,Not Assessed
238,15/06/2022,WHO_bottles,NA,2,jag,gpr,gpr,NA,NA,0.00078,5.00E-04,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,0,NA,NA,19,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,19,2022,Not Assessed
239,15/06/2022,WHO_bottles,NA,3,jag,gpr,gpr,NA,NA,0.00078,5.00E-04,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,3,NA,NA,26,NA,"check concentration per bottle, incorrect dilutation calculations",0.115384615,0.781,0.781,0.783,0,23,2022,Not Assessed
240,15/06/2022,WHO_bottles,NA,4,jag,gpr,gpr,NA,NA,0.00078,5.00E-04,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,3,1,NA,NA,14,NA,"check concentration per bottle, incorrect dilutation calculations",0.071428571,0.781,0.781,0.783,0,13,2022,Not Assessed
241,15/06/2022,WHO_bottles,NA,5,jag,gpr,gpr,NA,NA,0.00078,5.00E-04,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,4,5,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.2,0.781,0.781,0.783,0,20,2022,Not Assessed
242,15/06/2022,WHO_bottles,NA,6,jag,gpr,gpr,NA,NA,0.00078,5.00E-04,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,3,3,NA,NA,29,NA,"check concentration per bottle, incorrect dilutation calculations",0.103448276,0.781,0.781,0.783,0,26,2022,Not Assessed
243,15/06/2022,WHO_bottles,NA,7,jag,gpr,gpr,NA,NA,0.00078,5.00E-04,3.0062,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,2,NA,NA,20,NA,"check concentration per bottle, incorrect dilutation calculations",0.1,0.781,0.781,0.783,0,18,2022,Not Assessed
244,15/06/2022,WHO_bottles,NA,1,jag,jag,jag,NA,NA,0.00078,5.00E-04,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,4,NA,NA,29,NA,"check concentration per bottle, incorrect dilutation calculations",0.137931034,0.781,0.781,0.783,0,25,2022,Not Assessed
245,15/06/2022,WHO_bottles,NA,2,jag,jag,jag,NA,NA,0.00078,5.00E-04,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,0,NA,NA,27,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,27,2022,Not Assessed
246,15/06/2022,WHO_bottles,NA,1,jag,jag,jag,NA,NA,0.00078,5.00E-04,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,2,4,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.16,0.781,0.781,0.783,0,21,2022,Not Assessed
247,15/06/2022,WHO_bottles,NA,2,jag,jag,jag,NA,NA,0.00078,5.00E-04,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,0,NA,NA,19,NA,"check concentration per bottle, incorrect dilutation calculations",0,0.781,0.781,0.783,0,19,2022,Not Assessed
248,15/06/2022,WHO_bottles,NA,3,jag,jag,jag,NA,NA,0.00078,5.00E-04,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,3,NA,NA,26,NA,"check concentration per bottle, incorrect dilutation calculations",0.115384615,0.781,0.781,0.783,0,23,2022,Not Assessed
249,15/06/2022,WHO_bottles,NA,4,jag,jag,jag,NA,NA,0.00078,5.00E-04,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,0,1,NA,NA,14,NA,"check concentration per bottle, incorrect dilutation calculations",0.071428571,0.781,0.781,0.783,0,13,2022,Not Assessed
250,15/06/2022,WHO_bottles,NA,5,jag,jag,jag,NA,NA,0.00078,5.00E-04,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,3,6,NA,NA,25,NA,"check concentration per bottle, incorrect dilutation calculations",0.24,0.781,0.781,0.783,0,19,2022,Not Assessed
251,15/06/2022,WHO_bottles,NA,6,jag,jag,jag,NA,NA,0.00078,5.00E-04,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,3,NA,NA,29,NA,"check concentration per bottle, incorrect dilutation calculations",0.103448276,0.781,0.781,0.783,0,26,2022,Not Assessed
252,15/06/2022,WHO_bottles,NA,7,jag,jag,jag,NA,NA,0.00078,5.00E-04,3.017,27.1,78.1,27,78.1,27,78.3,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,1,2,NA,NA,20,NA,"check concentration per bottle, incorrect dilutation calculations",0.1,0.781,0.781,0.783,0,18,2022,Not Assessed
